SIRUTA;DENLOC;CODP;JUD;SIRSUP;TIP;NIV;MED;REGIUNE;FSJ;FS2;FS3;FSL;rang;fictiv
3903;DUMBRAVIŢA;517226;1;3841;23;3;3;7;1;150552;3004436;1,50553E+11;V;
3912;FÎNTÂNELE;517227;1;3841;23;3;3;7;1;150552;3004641;1,50553E+11;V;
3921;GROŞI;517228;1;3841;23;3;3;7;1;150552;3005545;1,50553E+11;V;
3930;VALEA MARE;517229;1;3841;23;3;3;7;1;150552;3012831;1,50553E+11;V;
3949;VIEZURI;517231;1;3841;23;3;3;7;1;150552;3013347;1,50553E+11;V;
3958;CETATEA DE BALTA;0;1;10;3;2;3;7;1;1;       ;1,50557E+11;IV;
3967;CETATEA DE BALTA;517235;1;3958;22;3;3;7;1;150557;1002544;1,50557E+11;IV;
3976;CRACIUNELU DE SUS;517236;1;3958;23;3;3;7;1;150557;3003481;1,50558E+11;V;
3985;SÎNTAMARIE;517237;1;3958;23;3;3;7;1;150557;3010646;1,50558E+11;V;
3994;TATÎRLAUA;517238;1;3958;23;3;3;7;1;150557;3011850;1,50558E+11;V;
1071;CIUGUD;0;1;10;3;2;3;7;1;1;       ;1,50623E+11;IV;
1080;CIUGUD;517240;1;1071;22;3;3;7;1;150623;1002886;1,50623E+11;IV;
1099;DRÎMBAR;517241;1;1071;23;3;3;7;1;150623;3004333;1,50624E+11;V;
1115;HAPRIA;517243;1;1071;23;3;3;7;1;150623;3005735;1,50624E+11;V;
1106;LIMBA;2516;1;1071;23;3;3;7;1;150623;3004392;1,50624E+11;V;
1124;ŞEUŞA;517244;1;1071;23;3;3;7;1;150623;3011548;1,50624E+11;V;
1133;TELEAC;517246;1;1071;23;3;3;7;1;150623;3011961;1,50624E+11;V;
4008;CIURULEASA;0;1;10;3;2;3;7;1;1;       ;1,50633E+11;IV;
4017;CIURULEASA;517250;1;4008;22;3;3;7;1;150633;1002939;1,50633E+11;IV;
4026;BIDIGEŞTI;517251;1;4008;23;3;3;7;1;150633;3001071;1,50634E+11;V;
4035;BODREŞTI;517252;1;4008;23;3;3;7;1;150633;3001233;1,50634E+11;V;
4044;BOGLEŞTI;517253;1;4008;23;3;3;7;1;150633;3001281;1,50634E+11;V;
4053;BUNINGINEA;517254;1;4008;23;3;3;7;1;150633;3001899;1,50634E+11;V;
4062;GHEDULEŞTI;517256;1;4008;23;3;3;7;1;150633;3005156;1,50634E+11;V;
4071;MATIŞEŞTI;517257;1;4008;23;3;3;7;1;150633;3007267;1,50634E+11;V;
4080;MORAREŞTI;517258;1;4008;23;3;3;7;1;150633;3007688;1,50634E+11;V;
4099;VULCAN;517259;1;4008;23;3;3;7;1;150633;3013562;1,50634E+11;V;
4188;CRACIUNELU DE JOS;0;1;10;3;2;3;7;1;1;       ;1,50764E+11;IV;
4197;CRACIUNELU DE JOS;517260;1;4188;22;3;3;7;1;150764;1003506;1,50764E+11;IV;
4142;CRICAU;0;1;10;3;2;3;7;1;1;       ;1,50774E+11;IV;
4151;CRICAU;517265;1;4142;22;3;3;7;1;150774;1003562;1,50774E+11;IV;
4160;CRAIVA;517266;1;4142;23;3;3;7;1;150774;3003493;1,50775E+11;V;
4179;TIBRU;517267;1;4142;23;3;3;7;1;150774;3012006;1,50775E+11;V;
9019;CUT;0;1;10;3;2;3;7;1;1;;1,50813E+11;;0
4124;CUT;517206;1;9019;22;3;3;7;1;150813;3003759;1,50813E+11;V;
4240;DAIA ROMÂNA;0;1;10;3;2;3;7;1;1;       ;1,50821E+11;IV;
4259;DAIA ROMÂNA;517270;1;4240;22;3;3;7;1;150821;1003792;1,50821E+11;IV;
4268;DOŞTAT;0;1;10;3;2;3;7;1;1;       ;1,50913E+11;IV;
4277;DOŞTAT;517275;1;4268;22;3;3;7;1;150913;1004232;1,50913E+11;IV;
4286;BOZ;517276;1;4268;23;3;3;7;1;150913;3001474;1,50914E+11;V;
4295;DEALU DOŞTATULUI;517277;1;4268;23;3;3;7;1;150913;3003921;1,50914E+11;V;
4302;FARAU;0;1;10;3;2;3;7;1;1;       ;1,50987E+11;IV;
4311;FARAU;517280;1;4302;22;3;3;7;1;150987;1004582;1,50987E+11;IV;
4320;HERIA;517281;1;4302;23;3;3;7;1;150987;3005797;1,50988E+11;V;
4339;MEDVEŞ;517282;1;4302;23;3;3;7;1;150987;3007332;1,50988E+11;V;
4348;SÎNBENEDIC;517283;1;4302;23;3;3;7;1;150987;3010570;1,50988E+11;V;
4357;ŞILEA;517284;1;4302;23;3;3;7;1;150987;3011563;1,50988E+11;V;
4366;GALDA DE JOS;0;1;10;3;2;3;7;1;1;       ;1,51058E+11;IV;
4375;GALDA DE JOS;517285;1;4366;22;3;3;7;1;151058;1004968;1,51058E+11;IV;
4384;BENIC;517286;1;4366;23;3;3;7;1;151058;3000965;1,51059E+11;V;
4393;CETEA;517287;1;4366;23;3;3;7;1;151058;3002557;1,51059E+11;V;
4400;GALDA DE SUS;517288;1;4366;23;3;3;7;1;151058;3004969;1,51059E+11;V;
4419;LUPŞENI;517289;1;4366;23;3;3;7;1;151058;3006913;1,51059E+11;V;
4428;MAGURA;517291;1;4366;23;3;3;7;1;151058;3007098;1,51059E+11;V;
4437;MESENTEA;517292;1;4366;23;3;3;7;1;151058;3007381;1,51059E+11;V;
4446;OIEJDEA;517293;1;4366;23;3;3;7;1;151058;3008227;1,51059E+11;V;
4455;POIANA GALDEI;517294;1;4366;23;3;3;7;1;151058;3009209;1,51059E+11;V;
4464;RAICANI;517296;1;4366;23;3;3;7;1;151058;3009790;1,51059E+11;V;
4473;ZAGRIŞ;517297;1;4366;23;3;3;7;1;151058;3013619;1,51059E+11;V;
4482;GÎRBOVA;0;1;10;3;2;3;7;1;1;       ;1,51133E+11;IV;
4491;GÎRBOVA;517305;1;4482;22;3;3;7;1;151133;1005082;1,51133E+11;IV;
4507;CARPINIŞ;517306;1;4482;23;3;3;7;1;151133;3002269;1,51134E+11;V;
4516;RECIU;517307;1;4482;23;3;3;7;1;151133;3009910;1,51134E+11;V;
4525;GÎRDA DE SUS;0;1;10;3;2;3;7;1;1;       ;1,51137E+11;IV;
4534;GÎRDA DE SUS;517310;1;4525;22;3;3;7;1;151137;1005096;1,51137E+11;IV;
4543;BIHARIA;517311;1;4525;23;3;3;7;1;151137;3001077;1,51138E+11;V;
4552;DEALU FRUMOS;517312;1;4525;23;3;3;7;1;151137;3003926;1,51138E+11;V;
4561;DEALU ORDÎNCUŞII;517313;1;4525;23;3;3;7;1;151137;3003952;1,51138E+11;V;
4570;DOBREŞTI;517314;1;4525;23;3;3;7;1;151137;3004116;1,51138E+11;V;
4589;GHEŢARI;517317;1;4525;23;3;3;7;1;151137;3005197;1,51138E+11;V;
4598;GÎRDA SEACA;517316;1;4525;23;3;3;7;1;151137;3005097;1,51138E+11;V;
4605;HANAŞEŞTI;517318;1;4525;23;3;3;7;1;151137;3005694;1,51138E+11;V;
4614;HUZAREŞTI;517319;1;4525;23;3;3;7;1;151137;3005988;1,51138E+11;V;
4623;IZVOARELE;517321;1;4525;23;3;3;7;1;151137;3006267;1,51138E+11;V;
4632;MUNUNA;517322;1;4525;23;3;3;7;1;151137;3007816;1,51138E+11;V;
4641;OCOALE;517323;1;4525;23;3;3;7;1;151137;3008167;1,51138E+11;V;
4650;PLAI;517324;1;4525;23;3;3;7;1;151137;3008943;1,51138E+11;V;
4669;PLIŞTI;517326;1;4525;23;3;3;7;1;151137;3009001;1,51138E+11;V;
4678;SCOARŢA;517327;1;4525;23;3;3;7;1;151137;3010746;1,51138E+11;V;
4696;SNIDE;517328;1;4525;23;3;3;7;1;151137;3011064;1,51138E+11;V;
4687;SUCEŞTI;517329;1;4525;23;3;3;7;1;151137;3011385;1,51138E+11;V;
4703;HOPÎRTA;0;1;10;3;2;3;7;1;1;       ;1,51268E+11;IV;
4712;HOPÎRTA;517335;1;4703;22;3;3;7;1;151268;1005890;1,51268E+11;IV;
4721;SILIVAŞ;517336;1;4703;23;3;3;7;1;151268;3010926;1,51269E+11;V;
4730;ŞPALNACA;517337;1;4703;23;3;3;7;1;151268;3011664;1,51269E+11;V;
4749;TURDAŞ;517338;1;4703;23;3;3;7;1;151268;3012293;1,51269E+11;V;
4758;VAMA SEACA;517339;1;4703;23;3;3;7;1;151268;3013037;1,51269E+11;V;
4767;HOREA;0;1;10;3;2;3;7;1;1;       ;1,51269E+11;IV;
4776;HOREA;517340;1;4767;22;3;3;7;1;151269;1005897;1,51269E+11;IV;
4785;BABA;517341;1;4767;23;3;3;7;1;151269;3000389;1,5127E+11;V;
4794;BUTEŞTI;517342;1;4767;23;3;3;7;1;151269;3001961;1,5127E+11;V;
4801;DÎRLEŞTI;517343;1;4767;23;3;3;7;1;151269;3003886;1,5127E+11;V;
4810;FERICET;517344;1;4767;23;3;3;7;1;151269;3004700;1,5127E+11;V;
4829;GIURGIUŢ;517346;1;4767;23;3;3;7;1;151269;3005307;1,5127E+11;V;
4838;MANCEŞTI;517347;1;4767;23;3;3;7;1;151269;3007177;1,5127E+11;V;
4847;MATIŞEŞTI;517348;1;4767;23;3;3;7;1;151269;3007266;1,5127E+11;V;
4856;NICULEŞTI;517349;1;4767;23;3;3;7;1;151269;3008036;1,5127E+11;V;
4865;PATRUŞEŞTI;517351;1;4767;23;3;3;7;1;151269;3008582;1,5127E+11;V;
4874;PETREASA;517352;1;4767;23;3;3;7;1;151269;3008765;1,5127E+11;V;
4883;PRELUCA;517353;1;4767;23;3;3;7;1;151269;3009479;1,5127E+11;V;
4892;TEIU;517354;1;4767;23;3;3;7;1;151269;3011947;1,5127E+11;V;
4909;TRIFEŞTI;517356;1;4767;23;3;3;7;1;151269;3012220;1,5127E+11;V;
4918;ZÎNZEŞTI;517357;1;4767;23;3;3;7;1;151269;3013662;1,5127E+11;V;
4927;IGHIU;0;1;10;3;2;3;7;1;1;       ;1,51308E+11;IV;
4936;IGHIU;517360;1;4927;22;3;3;7;1;151308;1006097;1,51308E+11;IV;
4945;BUCERDEA VÎNOASA;517361;1;4927;23;3;3;7;1;151308;3001710;1,51309E+11;V;
4954;IGHIEL;517362;1;4927;23;3;3;7;1;151308;3006094;1,51309E+11;V;
4963;ŞARD;517363;1;4927;23;3;3;7;1;151308;3011475;1,51309E+11;V;
4972;ŢELNA;517364;1;4927;23;3;3;7;1;151308;3012355;1,51309E+11;V;
4981;ÎNTREGALDE;0;1;10;3;2;3;7;1;1;       ;1,51357E+11;IV;
4990;ÎNTREGALDE;517365;1;4981;22;3;3;7;1;151357;1006328;1,51357E+11;IV;
5005;DEALU GEOAGIULUI;517366;1;4981;23;3;3;7;1;151357;3003929;1,51358E+11;V;
5014;GHIONCANI;517367;1;4981;23;3;3;7;1;151357;3005237;1,51358E+11;V;
5023;ILIEŞTI;517368;1;4981;23;3;3;7;1;151357;3006123;1,51358E+11;V;
5032;IVANIŞ;517369;1;4981;23;3;3;7;1;151357;3006242;1,51358E+11;V;
5041;MARINEŞTI;517371;1;4981;23;3;3;7;1;151357;3007230;1,51358E+11;V;
5050;MODOLEŞTI;517372;1;4981;23;3;3;7;1;151357;3007626;1,51358E+11;V;
5069;NECRILEŞTI;517373;1;4981;23;3;3;7;1;151357;3007914;1,51358E+11;V;
5078;POPEŞTI;517374;1;4981;23;3;3;7;1;151357;3009358;1,51358E+11;V;
5087;SFÎRCEA;517376;1;4981;23;3;3;7;1;151357;3010868;1,51358E+11;V;
5096;TECŞEŞTI;517377;1;4981;23;3;3;7;1;151357;3011934;1,51358E+11;V;
5103;JIDVEI;0;1;10;3;2;3;7;1;1;       ;1,51365E+11;IV;
5112;JIDVEI;517385;1;5103;22;3;3;7;1;151365;1006365;1,51365E+11;IV;
5121;BALCACIU;517386;1;5103;23;3;3;7;1;151365;3000655;1,51366E+11;V;
5130;CAPÎLNA DE JOS;517387;1;5103;23;3;3;7;1;151365;3002222;1,51366E+11;V;
5149;FEISA;517388;1;5103;23;3;3;7;1;151365;3004672;1,51366E+11;V;
5158;VESEUŞ;517389;1;5103;23;3;3;7;1;151365;3013307;1,51366E+11;V;
5167;LIVEZILE;0;1;10;3;2;3;7;1;1;       ;1,51433E+11;IV;
5176;LIVEZILE;517390;1;5167;22;3;3;7;1;151433;1006702;1,51433E+11;IV;
5185;IZVOARELE;517391;1;5167;23;3;3;7;1;151433;3006270;1,51434E+11;V;
5194;POIANA AIUDULUI;517392;1;5167;23;3;3;7;1;151433;3009194;1,51434E+11;V;
5201;VALIŞOARA;517393;1;5167;23;3;3;7;1;151433;3013140;1,51434E+11;V;
5210;LOPADEA NOUA;0;1;10;3;2;3;7;1;1;       ;1,51437E+11;IV;
5229;LOPADEA NOUA;517395;1;5210;22;3;3;7;1;151437;1006719;1,51437E+11;IV;
5238;ASINIP;517396;1;5210;23;3;3;7;1;151437;3000349;1,51438E+11;V;
5256;BAGAU;517397;1;5210;23;3;3;7;1;151437;3000591;1,51438E+11;V;
5247;BEŢA;517398;1;5210;23;3;3;7;1;151437;3001038;1,51438E+11;V;
5265;CICÎRD;517399;1;5210;23;3;3;7;1;151437;3002728;1,51438E+11;V;
5274;CIUGUZEL;517401;1;5210;23;3;3;7;1;151437;3002889;1,51438E+11;V;
5283;OCNIŞOARA;517402;1;5210;23;3;3;7;1;151437;3008163;1,51438E+11;V;
5292;ODVEREM;517403;1;5210;23;3;3;7;1;151437;3008195;1,51438E+11;V;
5309;LUNCA MUREŞULUI;0;1;10;3;2;3;7;1;1;       ;1,51463E+11;IV;
5318;LUNCA MUREŞULUI;517405;1;5309;22;3;3;7;1;151463;1006844;1,51463E+11;IV;
5327;GURA ARIEŞULUI;517406;1;5309;23;3;3;7;1;151463;3005586;1,51464E+11;V;
5336;LUPŞA;0;1;10;3;2;3;7;1;1;       ;1,51472E+11;IV;
5345;LUPŞA;517410;1;5336;22;3;3;7;1;151472;1006908;1,51472E+11;IV;
5354;BÎRDEŞTI;517411;1;5336;23;3;3;7;1;151472;3000827;1,51473E+11;V;
5363;BÎRZAN;517412;1;5336;23;3;3;7;1;151472;3000875;1,51473E+11;V;
5372;CURMATURA;517413;1;5336;23;3;3;7;1;151472;3003730;1,51473E+11;V;
5381;DUPA DEAL;517414;1;5336;23;3;3;7;1;151472;3004473;1,51473E+11;V;
5390;GEAMANA;517416;1;5336;23;3;3;7;1;151472;3005123;1,51473E+11;V;
5407;HADARAU;517417;1;5336;23;3;3;7;1;151472;3005713;1,51473E+11;V;
5416;HOLOBANI;517418;1;5336;23;3;3;7;1;151472;3005872;1,51473E+11;V;
5425;LAZURI;517419;1;5336;23;3;3;7;1;151472;3006479;1,51473E+11;V;
5434;LUNCA;517421;1;5336;23;3;3;7;1;151472;3006795;1,51473E+11;V;
5443;MANASTIRE;517422;1;5336;23;3;3;7;1;151472;3007163;1,51473E+11;V;
5452;MARGAIA;517423;1;5336;23;3;3;7;1;151472;3007214;1,51473E+11;V;
5461;MUŞCA;517424;1;5336;23;3;3;7;1;151472;3007841;1,51473E+11;V;
5470;PIŢIGA;517427;1;5336;23;3;3;7;1;151472;3008936;1,51473E+11;V;
5489;PÎRÎU-CARBUNARI;517426;1;5336;23;3;3;7;1;151472;3008648;1,51473E+11;V;
5498;POŞOGANI;517428;1;5336;23;3;3;7;1;151472;3009409;1,51473E+11;V;
5504;ŞASA;517429;1;5336;23;3;3;7;1;151472;3011482;1,51473E+11;V;
5513;TRIFEŞTI;517431;1;5336;23;3;3;7;1;151472;3012219;1,51473E+11;V;
5522;VALEA HOLHORII;517432;1;5336;23;3;3;7;1;151472;3012758;1,51473E+11;V;
5531;VALEA LUPŞII;517433;1;5336;23;3;3;7;1;151472;3012809;1,51473E+11;V;
5540;VALEA ŞESII;517434;1;5336;23;3;3;7;1;151472;3012983;1,51473E+11;V;
5559;VAI;517436;1;5336;23;3;3;7;1;151472;3013090;1,51473E+11;V;
5568;VINŢA;517437;1;5336;23;3;3;7;1;151472;3013397;1,51473E+11;V;
5577;METEŞ;0;1;10;3;2;3;7;1;1;       ;1,51564E+11;IV;
5586;METEŞ;517445;1;5577;22;3;3;7;1;151564;1007400;1,51564E+11;IV;
5595;AMPOIŢA;517446;1;5577;23;3;3;7;1;151564;3000201;1,51565E+11;V;
5602;ISCA;517447;1;5577;23;3;3;7;1;151564;3006208;1,51565E+11;V;
5611;LUNCA AMPOIŢEI;517448;1;5577;23;3;3;7;1;151564;3006811;1,51565E+11;V;
5620;LUNCA METEŞULUI;517449;1;5577;23;3;3;7;1;151564;3006842;1,51565E+11;V;
5639;PADUREA;517451;1;5577;23;3;3;7;1;151564;3008482;1,51565E+11;V;
5648;POIANA AMPOIULUI;517452;1;5577;23;3;3;7;1;151564;3009195;1,51565E+11;V;
5657;POIANA URSULUI;517453;1;5577;23;3;3;7;1;151564;3009247;1,51565E+11;V;
5666;PRESACA AMPOIULUI;517454;1;5577;23;3;3;7;1;151564;3009492;1,51565E+11;V;
5675;REMETEA;517456;1;5577;23;3;3;7;1;151564;3009935;1,51565E+11;V;
5684;TAUŢI;517457;1;5577;23;3;3;7;1;151564;3011868;1,51565E+11;V;
5693;VALENI;517458;1;5577;23;3;3;7;1;151564;3013115;1,51565E+11;V;
5700;MIHALŢ;0;1;10;3;2;3;7;1;1;       ;1,51581E+11;IV;
5719;MIHALŢ;517465;1;5700;22;3;3;7;1;151581;1007467;1,51581E+11;IV;
5728;CISTEI;517466;1;5700;23;3;3;7;1;151581;3002866;1,51582E+11;V;
5737;OBREJA;517467;1;5700;23;3;3;7;1;151581;3008142;1,51582E+11;V;
5746;ZARIEŞ;517468;1;5700;23;3;3;7;1;151581;3013638;1,51582E+11;V;
5755;MIRASLAU;0;1;10;3;2;3;7;1;1;       ;1,51599E+11;IV;
5764;MIRASLAU;517470;1;5755;22;3;3;7;1;151599;1007538;1,51599E+11;IV;
5773;CICAU;517471;1;5755;23;3;3;7;1;151599;3002727;1,516E+11;V;
5782;DECEA;517472;1;5755;23;3;3;7;1;151599;3003971;1,516E+11;V;
5791;LOPADEA VECHE;517473;1;5755;23;3;3;7;1;151599;3006720;1,516E+11;V;
5808;ORMENIŞ;517474;1;5755;23;3;3;7;1;151599;3008335;1,516E+11;V;
5817;RACHIŞ;517476;1;5755;23;3;3;7;1;151599;3009648;1,516E+11;V;
5826;MOGOŞ;0;1;10;3;2;3;7;1;1;       ;1,51625E+11;IV;
5835;MOGOŞ;517480;1;5826;22;3;3;7;1;151625;1007636;1,51625E+11;IV;
5844;BARBEŞTI;517481;1;5826;23;3;3;7;1;151625;3000759;1,51626E+11;V;
5853;BÎRLEŞTI;517482;1;5826;23;3;3;7;1;151625;3000839;1,51626E+11;V;
5862;BÎRLEŞTI-CATUN;517483;1;5826;23;3;3;7;1;151625;3000841;1,51626E+11;V;
5871;BÎRZOGANI;517484;1;5826;23;3;3;7;1;151625;3000884;1,51626E+11;V;
5880;BOCEŞTI;517486;1;5826;23;3;3;7;1;151625;3001197;1,51626E+11;V;
5899;BOGDANEŞTI;517487;1;5826;23;3;3;7;1;151625;3001265;1,51626E+11;V;
5906;BUTEŞTI;517488;1;5826;23;3;3;7;1;151625;3001960;1,51626E+11;V;
5915;COJOCANI;517489;1;5826;23;3;3;7;1;151625;3003055;1,51626E+11;V;
5924;CRISTEŞTI;517491;1;5826;23;3;3;7;1;151625;3003573;1,51626E+11;V;
5933;MAMALIGANI;517492;1;5826;23;3;3;7;1;151625;3007157;1,51626E+11;V;
5942;NEGREŞTI;517493;1;5826;23;3;3;7;1;151625;3007954;1,51626E+11;V;
5951;ONCEŞTI;517494;1;5826;23;3;3;7;1;151625;3008274;1,51626E+11;V;
5960;POIENILE-MOGOŞ;517496;1;5826;23;3;3;7;1;151625;3009291;1,51626E+11;V;
5979;TOMEŞTI;517497;1;5826;23;3;3;7;1;151625;3012108;1,51626E+11;V;
5997;VALEA BARNII;517498;1;5826;23;3;3;7;1;151625;3012663;1,51626E+11;V;
5988;VALEA BÎRLUŢEŞTI;517499;1;5826;23;3;3;7;1;151625;3012666;1,51626E+11;V;
6002;VALEA COCEŞTI;517501;1;5826;23;3;3;7;1;151625;3012711;1,51626E+11;V;
6011;VALEA GIOGEŞTI;517502;1;5826;23;3;3;7;1;151625;3012749;1,51626E+11;V;
6020;VALEA MLACII;517503;1;5826;23;3;3;7;1;151625;3012869;1,51626E+11;V;
6039;VALEA ŢUPILOR;517504;1;5826;23;3;3;7;1;151625;3012994;1,51626E+11;V;
6048;NOŞLAC;0;1;10;3;2;3;7;1;1;       ;1,51816E+11;IV;
6057;NOŞLAC;517515;1;6048;22;3;3;7;1;151816;1008077;1,51816E+11;IV;
6066;CAPTALAN;517516;1;6048;23;3;3;7;1;151816;3002237;1,51817E+11;V;
6075;COPAND;517517;1;6048;23;3;3;7;1;151816;3003171;1,51817E+11;V;
6084;GABUD;517518;1;6048;23;3;3;7;1;151816;3004997;1,51817E+11;V;
6093;STÂNA DE MUREŞ;517519;1;6048;23;3;3;7;1;151816;3011211;1,51817E+11;V;
6100;VALEA CIUCIULUI;517521;1;6048;23;3;3;7;1;151816;3012709;1,51817E+11;V;
6119;OCOLIŞ;0;1;10;3;2;3;7;1;1;       ;1,51836E+11;IV;
6128;OCOLIŞ;517525;1;6119;22;3;3;7;1;151836;1008168;1,51836E+11;IV;
6137;LUNCA LARGA;517526;1;6119;23;3;3;7;1;151836;3006837;1,51837E+11;V;
6146;RUNC;517527;1;6119;23;3;3;7;1;151836;3010162;1,51837E+11;V;
6155;VIDOLM;517528;1;6119;23;3;3;7;1;151836;3013338;1,51837E+11;V;
6164;OHABA;0;1;10;3;2;3;7;1;1;       ;1,51844E+11;IV;
6173;OHABA;517530;1;6164;22;3;3;7;1;151844;1008211;1,51844E+11;IV;
6182;COLIBI;517531;1;6164;23;3;3;7;1;151844;3003079;1,51845E+11;V;
6191;MAGHIERAT;517532;1;6164;23;3;3;7;1;151844;3007085;1,51845E+11;V;
6208;SECAŞEL;517533;1;6164;23;3;3;7;1;151844;3010805;1,51845E+11;V;
6217;PIANU;0;1;10;3;2;3;7;1;1;       ;1,52173E+11;IV;
6226;PIANU DE SUS;517537;1;6217;22;3;3;7;1;152173;1008814;1,52173E+11;IV;
6235;PIANU DE JOS;517536;1;6217;23;3;3;7;1;152173;3008813;1,52174E+11;V;
6244;PLAIURI;517538;1;6217;23;3;3;7;1;152173;3008954;1,52174E+11;V;
6253;PURCAREŢI;517539;1;6217;23;3;3;7;1;152173;3009617;1,52174E+11;V;
6262;STRUNGARI;517541;1;6217;23;3;3;7;1;152173;3011353;1,52174E+11;V;
6271;POIANA VADULUI;0;1;10;3;2;3;7;1;1;       ;1,52241E+11;IV;
6280;POIANA VADULUI;517545;1;6271;22;3;3;7;1;152241;1009248;1,52241E+11;IV;
6299;COSTEŞTI;517546;1;6271;23;3;3;7;1;152241;3003345;1,52242E+11;V;
6306;DUDUIENI;517547;1;6271;23;3;3;7;1;152241;3004372;1,52242E+11;V;
6315;FAGETU DE JOS;517548;1;6271;23;3;3;7;1;152241;3004565;1,52242E+11;V;
6324;FAGETU DE SUS;517549;1;6271;23;3;3;7;1;152241;3004566;1,52242E+11;V;
6333;HANAŞEŞTI;517551;1;6271;23;3;3;7;1;152241;3005731;1,52242E+11;V;
6342;LUPAIEŞTI;517552;1;6271;23;3;3;7;1;152241;3006891;1,52242E+11;V;
6351;MORCANEŞTI;517553;1;6271;23;3;3;7;1;152241;3007693;1,52242E+11;V;
6360;PAŞTEŞTI;517554;1;6271;23;3;3;7;1;152241;3008569;1,52242E+11;V;
6379;PETELEI;517556;1;6271;23;3;3;7;1;152241;3008750;1,52242E+11;V;
6388;STANEŞTI;517557;1;6271;23;3;3;7;1;152241;3011185;1,52242E+11;V;
6397;PONOR;0;1;10;3;2;3;7;1;1;       ;1,52258E+11;IV;
6404;PONOR;517565;1;6397;22;3;3;7;1;152258;1009329;1,52258E+11;IV;
6413;DUPA DEAL;517566;1;6397;23;3;3;7;1;152258;3004472;1,52259E+11;V;
6422;GEOGEL;517567;1;6397;23;3;3;7;1;152258;3005141;1,52259E+11;V;
6431;MACAREŞTI;517568;1;6397;23;3;3;7;1;152258;3007052;1,52259E+11;V;
6459;VALE IN JOS;517569;1;6397;23;3;3;7;1;152258;3012640;1,52259E+11;V;
6440;VALEA BUCURULUI;517571;1;6397;23;3;3;7;1;152258;3012684;1,52259E+11;V;
6468;POŞAGA;0;1;10;3;2;3;7;1;1;       ;1,52272E+11;IV;
6477;POŞAGA DE JOS;517581;1;6468;22;3;3;7;1;152272;1009407;1,52272E+11;IV;
6486;CORŢEŞTI;517576;1;6468;23;3;3;7;1;152272;3003310;1,52273E+11;V;
6495;INCEŞTI;517577;1;6468;23;3;3;7;1;152272;3006145;1,52273E+11;V;
6501;LUNCA;517578;1;6468;23;3;3;7;1;152272;3006786;1,52273E+11;V;
6510;ORAŞTI;517579;1;6468;23;3;3;7;1;152272;3008311;1,52273E+11;V;
6529;POŞAGA DE SUS;517582;1;6468;23;3;3;7;1;152272;3009408;1,52273E+11;V;
6538;SAGAGEA;517583;1;6468;23;3;3;7;1;152272;3010244;1,52273E+11;V;
6547;RADEŞTI;0;1;10;3;2;3;7;1;1;       ;1,5234E+11;IV;
6556;RADEŞTI;517585;1;6547;22;3;3;7;1;152340;1009768;1,5234E+11;IV;
6565;LEORINŢ;517586;1;6547;23;3;3;7;1;152340;3006575;1,52341E+11;V;
6574;MEŞCREAC;517587;1;6547;23;3;3;7;1;152340;3007396;1,52341E+11;V;
6583;ŞOIMUŞ;517588;1;6547;23;3;3;7;1;152340;3011631;1,52341E+11;V;
6592;RÎMETEA;0;1;10;3;2;3;7;1;1;       ;1,52383E+11;IV;
6609;RÎMETEA;517610;1;6592;22;3;3;7;1;152383;1009973;1,52383E+11;IV;
6618;COLŢEŞTI;517611;1;6592;23;3;3;7;1;152383;3003100;1,52384E+11;V;
6627;RÎMEŢ;0;1;10;3;2;3;7;1;1;       ;1,52384E+11;IV;
6636;RÎMEŢ;517590;1;6627;22;3;3;7;1;152384;1009848;1,52384E+11;IV;
6645;BOŢANI;517591;1;6627;23;3;3;7;1;152384;3001462;1,52385E+11;V;
6654;BRADEŞTI;517592;1;6627;23;3;3;7;1;152384;3001552;1,52385E+11;V;
6663;CHEIA;517593;1;6627;23;3;3;7;1;152384;3002575;1,52385E+11;V;
6672;COTORAŞTI;517594;1;6627;23;3;3;7;1;152384;3003421;1,52385E+11;V;
6681;FLOREŞTI;517596;1;6627;23;3;3;7;1;152384;3004787;1,52385E+11;V;
6690;OLTENI;517597;1;6627;23;3;3;7;1;152384;3008263;1,52385E+11;V;
6707;VALEA FAGETULUI;517598;1;6627;23;3;3;7;1;152384;3012740;1,52385E+11;V;
6716;VALEA INZELULUI;517599;1;6627;23;3;3;7;1;152384;3012765;1,52385E+11;V;
6725;VALEA MANASTIRII;517601;1;6627;23;3;3;7;1;152384;3012852;1,52385E+11;V;
6734;VALEA POIENII;517602;1;6627;23;3;3;7;1;152384;3012907;1,52385E+11;V;
6743;VALEA UZEI;517603;1;6627;23;3;3;7;1;152384;3013012;1,52385E+11;V;
6752;VLADEŞTI;517604;1;6627;23;3;3;7;1;152384;3013475;1,52385E+11;V;
6930;ROŞIA DE SECAŞ;0;1;10;3;2;3;7;1;1;       ;1,52412E+11;IV;
6949;ROŞIA DE SECAŞ;517640;1;6930;22;3;3;7;1;152412;1010069;1,52412E+11;IV;
6958;TAU;517641;1;6930;23;3;3;7;1;152412;3011853;1,52413E+11;V;
6967;UNGUREI;517642;1;6930;23;3;3;7;1;152412;3012491;1,52413E+11;V;
6761;ROŞIA MONTANA;0;1;10;3;2;3;7;1;1;       ;1,52413E+11;IV;
6770;ROŞIA MONTANA;517615;1;6761;22;3;3;7;1;152413;1010071;1,52413E+11;IV;
