SIRUTA;DENLOC;CODP;JUD;SIRSUP;TIP;NIV;MED;REGIUNE;FSJ;FS2;FS3;FSL;rang;fictiv
87647;ORAŞTIE;335700;20;87638;9;3;1;5;22;2221728;1008313;2,22173E+12;II;
86990;MUNICIPIUL PETROŞANI;0;20;207;4;2;1;5;22;22;       ;2,22173E+12;II;
87004;PETROŞANI;0;20;86990;9;3;1;5;22;2221731;1008805;2,22173E+12;II;
87013;DÎLJA MARE;332001;20;86990;10;3;1;5;22;2221731;2003862;2,22173E+12;V;
87022;DÎLJA MICA;332002;20;86990;10;3;1;5;22;2221731;2003863;2,22173E+12;V;
87031;PEŞTERA;332003;20;86990;10;3;1;5;22;2221731;2008738;2,22173E+12;V;
87040;SLATINIOARA;332004;20;86990;10;3;1;5;22;2221731;2010989;2,22173E+12;V;
87219;ORAŞ ANINOASA;0;20;207;2;2;1;5;22;22;       ;2,23188E+12;III;
87228;ANINOASA;335100;20;87219;17;3;1;5;22;2231875;1000228;2,23188E+12;III;
87237;ISCRONI;335101;20;87219;19;3;1;5;22;2231875;3006209;2,23188E+12;V;
87424;ORAŞ CALAN;0;20;207;2;2;1;5;22;22;       ;2,23192E+12;III;
87433;CALAN;335300;20;87424;17;3;1;5;22;2231916;1002127;2,23192E+12;III;
87451;BATIZ;335301;20;87424;19;3;1;5;22;2231916;3000522;2,23192E+12;V;
87460;CALANU MIC;335302;20;87424;19;3;1;5;22;2231916;3002128;2,23192E+12;V;
87479;GRID;335303;20;87424;19;3;1;5;22;2231916;3005508;2,23192E+12;V;
87488;NADAŞTIA DE JOS;335304;20;87424;19;3;1;5;22;2231916;3007872;2,23192E+12;V;
87497;NADAŞTIA DE SUS;335305;20;87424;19;3;1;5;22;2231916;3007873;2,23192E+12;V;
87503;OHABA STREIULUI;335306;20;87424;19;3;1;5;22;2231916;3008220;2,23192E+12;V;
87512;SÎNCRAI;335307;20;87424;19;3;1;5;22;2231916;3010576;2,23192E+12;V;
87521;SÎNTAMARIA DE PIATRA;335308;20;87424;19;3;1;5;22;2231916;3010644;2,23192E+12;V;
87530;STREI;335309;20;87424;19;3;1;5;22;2231916;3011325;2,23192E+12;V;
87549;STREI-SACEL;335310;20;87424;19;3;1;5;22;2231916;3011326;2,23192E+12;V;
87442;STREISÎNGEORGIU;335311;20;87424;18;3;1;5;22;2231916;2011327;2,23192E+12;V;
87558;VALEA SÎNGEORGIULUI;335312;20;87424;19;3;1;5;22;2231916;3012947;2,23192E+12;V;
89561;ORAŞ GEOAGIU;0;20;207;2;2;1;5;22;22;       ;2,23195E+12;III;
89570;GEOAGIU;335400;20;89561;17;3;1;5;22;2231953;1005138;2,23195E+12;III;
89589;AUREL VLAICU;335401;20;89561;19;3;1;5;22;2231953;3000363;2,23195E+12;V;
89598;BACÎIA;335402;20;89561;19;3;1;5;22;2231953;3000399;2,23195E+12;V;
89605;BOZEŞ;335403;20;89561;19;3;1;5;22;2231953;3001480;2,23195E+12;V;
89614;CIGMAU;335404;20;89561;19;3;1;5;22;2231953;3002743;2,23195E+12;V;
89623;GELMAR;335405;20;89561;19;3;1;5;22;2231953;3005127;2,23195E+12;V;
89632;GEOAGIU-BAI;335450;20;89561;19;3;1;5;22;2231953;3005140;2,23195E+12;V;
89641;HOMOROD;335408;20;89561;19;3;1;5;22;2231953;3005882;2,23195E+12;V;
89650;MERMEZEU-VALENI;335407;20;89561;19;3;1;5;22;2231953;3007380;2,23195E+12;V;
89669;RENGHET;335408;20;89561;19;3;1;5;22;2231953;3009950;2,23195E+12;V;
89678;VALENI;335409;20;89561;19;3;1;5;22;2231953;3013127;2,23195E+12;V;
87576;ORAŞ HAŢEG;0;20;207;2;2;1;5;22;22;       ;2,23196E+12;III;
87585;HAŢEG;335500;20;87576;17;3;1;5;22;2231956;1005707;2,23196E+12;III;
87594;NALAŢVAD;335501;20;87576;18;3;1;5;22;2231956;2007878;2,23196E+12;V;
87601;SILVAŞU DE JOS;335502;20;87576;19;3;1;5;22;2231956;3010929;2,23196E+12;V;
87610;SILVAŞU DE SUS;335503;20;87576;19;3;1;5;22;2231956;3010930;2,23196E+12;V;
87077;ORAŞ PETRILA;0;20;207;2;2;1;5;22;22;       ;2,232E+12;III;
87086;PETRILA;335800;20;87077;17;3;1;5;22;2232003;1008789;2,232E+12;III;
87095;CIMPA;335801;20;87077;18;3;1;5;22;2232003;2002749;2,232E+12;V;
87102;JIEŢ;335802;20;87077;18;3;1;5;22;2232003;2006368;2,232E+12;V;
87111;RASCOALA;335803;20;87077;18;3;1;5;22;2232003;2009798;2,232E+12;V;
87120;TIRICI;335804;20;87077;18;3;1;5;22;2232003;2012046;2,232E+12;V;
87665;ORAŞ SIMERIA;0;20;207;2;2;1;5;22;22;       ;2,23203E+12;III;
87674;SIMERIA;335900;20;87665;17;3;1;5;22;2232030;1010931;2,23203E+12;III;
87683;BÎRCEA MARE;335901;20;87665;19;3;1;5;22;2232030;3000824;2,23203E+12;V;
87692;CARPINIŞ;335902;20;87665;19;3;1;5;22;2232030;3002270;2,23203E+12;V;
87709;SIMERIA VECHE;335904;20;87665;19;3;1;5;22;2232030;3010932;2,23203E+12;V;
87718;SÎNTANDREI;335903;20;87665;19;3;1;5;22;2232030;3010642;2,23203E+12;V;
87727;ŞAULEŞTI;335905;20;87665;19;3;1;5;22;2232030;3011488;2,23203E+12;V;
87736;UROI;335906;20;87665;19;3;1;5;22;2232030;3012560;2,23203E+12;V;
87139;ORAŞ URICANI;0;20;207;2;2;1;5;22;22;       ;2,23206E+12;III;
87148;URICANI;336100;20;87139;17;3;1;5;22;2232064;1012539;2,23206E+12;III;
87157;CÎMPU LUI NEAG;336101;20;87139;18;3;1;5;22;2232064;2002348;2,23206E+12;V;
87166;VALEA DE BRAZI;336102;20;87139;18;3;1;5;22;2232064;2012730;2,23206E+12;V;
87745;BAIA DE CRIŞ;0;20;207;3;2;3;5;22;22;       ;2,25011E+12;IV;
87754;BAIA DE CRIŞ;337005;20;87745;22;3;3;5;22;2250110;1000422;2,25011E+12;IV;
87763;BALDOVIN;337006;20;87745;23;3;3;5;22;2250110;3000443;2,25011E+12;V;
87772;CARACI;337007;20;87745;23;3;3;5;22;2250110;3002243;2,25011E+12;V;
87781;CARASTAU;337008;20;87745;23;3;3;5;22;2250110;3002250;2,25011E+12;V;
87790;LUNCA;337009;20;87745;23;3;3;5;22;2250110;3006801;2,25011E+12;V;
87807;RIŞCA;337011;20;87745;23;3;3;5;22;2250110;3009977;2,25011E+12;V;
87816;RIŞCULIŢA;337012;20;87745;23;3;3;5;22;2250110;3009978;2,25011E+12;V;
87825;ŢEBEA;337013;20;87745;23;3;3;5;22;2250110;3012349;2,25011E+12;V;
87834;VALENI;337014;20;87745;23;3;3;5;22;2250110;3013125;2,25011E+12;V;
87843;BALŞA;0;20;207;3;2;3;5;22;22;       ;2,25012E+12;IV;
87852;BALŞA;337015;20;87843;22;3;3;5;22;2250121;1000465;2,25012E+12;IV;
87861;ALMAŞU MIC DE MUNTE;337016;20;87843;23;3;3;5;22;2250121;3000158;2,25012E+12;V;
87870;ARDEU;337017;20;87843;23;3;3;5;22;2250121;3000283;2,25012E+12;V;
87889;BUNEŞTI;337018;20;87843;23;3;3;5;22;2250121;3001892;2,25012E+12;V;
87898;GALBINA;337019;20;87843;23;3;3;5;22;2250121;3004967;2,25012E+12;V;
87905;MADA;337021;20;87843;23;3;3;5;22;2250121;3006931;2,25012E+12;V;
87914;OPRIŞEŞTI;337022;20;87843;23;3;3;5;22;2250121;3008296;2,25012E+12;V;
87923;POIANA;337023;20;87843;23;3;3;5;22;2250121;3009186;2,25012E+12;V;
87932;POIENIŢA;337024;20;87843;23;3;3;5;22;2250121;3009299;2,25012E+12;V;
87941;ROŞIA;337026;20;87843;23;3;3;5;22;2250121;3010066;2,25012E+12;V;
87950;STAUINI;337027;20;87843;23;3;3;5;22;2250121;3011202;2,25012E+12;V;
87969;TECHEREU;337028;20;87843;23;3;3;5;22;2250121;3011932;2,25012E+12;V;
87978;VALIŞOARA;337029;20;87843;23;3;3;5;22;2250121;3013144;2,25012E+12;V;
87987;VOIA;337031;20;87843;23;3;3;5;22;2250121;3013504;2,25012E+12;V;
87996;BARU;0;20;207;3;2;3;5;22;22;       ;2,25013E+12;IV;
88001;BARU;337035;20;87996;22;3;3;5;22;2250131;1000503;2,25013E+12;IV;
88010;LIVADIA;337036;20;87996;23;3;3;5;22;2250131;3006689;2,25013E+12;V;
88029;PETROS;337037;20;87996;23;3;3;5;22;2250131;3008803;2,25013E+12;V;
88038;VALEA LUPULUI;337038;20;87996;23;3;3;5;22;2250131;3012814;2,25013E+12;V;
88047;BACIA;0;20;207;3;2;3;5;22;22;       ;2,25014E+12;IV;
88056;BACIA;337040;20;88047;22;3;3;5;22;2250143;1000560;2,25014E+12;IV;
88065;PETRENI;337041;20;88047;23;3;3;5;22;2250143;3008768;2,25014E+12;V;
88074;TÎMPA;337042;20;88047;23;3;3;5;22;2250143;3011876;2,25014E+12;V;
88083;TOTIA;337043;20;88047;23;3;3;5;22;2250143;3012169;2,25014E+12;V;
88092;BAIŢA;0;20;207;3;2;3;5;22;22;       ;2,25015E+12;IV;
88109;BAIŢA;337045;20;88092;22;3;3;5;22;2250147;1000620;2,25015E+12;IV;
88118;BARBURA;337046;20;88092;23;3;3;5;22;2250147;3000496;2,25015E+12;V;
88127;CAINELU DE SUS;337047;20;88092;23;3;3;5;22;2250147;3002122;2,25015E+12;V;
88136;CRACIUNEŞTI;337048;20;88092;23;3;3;5;22;2250147;3003510;2,25015E+12;V;
88145;FIZEŞ;337049;20;88092;23;3;3;5;22;2250147;3004772;2,25015E+12;V;
88154;HARŢAGANI;337051;20;88092;23;3;3;5;22;2250147;3005745;2,25015E+12;V;
88163;LUNCA;337052;20;88092;23;3;3;5;22;2250147;3006806;2,25015E+12;V;
88172;ORMINDEA;337053;20;88092;23;3;3;5;22;2250147;3008338;2,25015E+12;V;
88181;PEŞTERA;337054;20;88092;23;3;3;5;22;2250147;3008737;2,25015E+12;V;
88190;SALIŞTE;337056;20;88092;23;3;3;5;22;2250147;3010456;2,25015E+12;V;
88207;TRESTIA;337057;20;88092;23;3;3;5;22;2250147;3012205;2,25015E+12;V;
87246;BANIŢA;0;20;207;3;2;3;5;22;22;       ;2,25018E+12;IV;
87255;BANIŢA;337065;20;87246;22;3;3;5;22;2250176;1000729;2,25018E+12;IV;
87264;CRIVADIA;337066;20;87246;23;3;3;5;22;2250176;3003608;2,25018E+12;V;
87273;MERIŞOR;337067;20;87246;23;3;3;5;22;2250176;3007373;2,25018E+12;V;
88216;BATRÎNA;0;20;207;3;2;3;5;22;22;       ;2,25019E+12;IV;
88225;BATRÎNA;337070;20;88216;22;3;3;5;22;2250187;1000790;2,25019E+12;IV;
88234;FAŢA ROŞIE;337071;20;88216;23;3;3;5;22;2250187;3004542;2,25019E+12;V;
88243;PIATRA;337072;20;88216;23;3;3;5;22;2250187;3008828;2,25019E+12;V;
88252;RACHIŢAUA;337073;20;88216;23;3;3;5;22;2250187;3009747;2,25019E+12;V;
88261;BERIU;0;20;207;3;2;3;5;22;22;       ;2,25022E+12;IV;
88270;BERIU;337075;20;88261;22;3;3;5;22;2250223;1001018;2,25022E+12;IV;
88289;CASTAU;337076;20;88261;23;3;3;5;22;2250223;3002281;2,25022E+12;V;
88298;CUCUIŞ;337077;20;88261;23;3;3;5;22;2250223;3003669;2,25022E+12;V;
88305;MAGURENI;337078;20;88261;23;3;3;5;22;2250223;3007122;2,25022E+12;V;
88314;ORAŞTIOARA DE JOS;337079;20;88261;23;3;3;5;22;2250223;3008314;2,25022E+12;V;
88323;POIENI;337081;20;88261;23;3;3;5;22;2250223;3009276;2,25022E+12;V;
88332;SERECA;337082;20;88261;23;3;3;5;22;2250223;3010853;2,25022E+12;V;
88341;SIBIŞEL;337083;20;88261;23;3;3;5;22;2250223;3010881;2,25022E+12;V;
88350;BLAJENI;0;20;207;3;2;3;5;22;22;       ;2,25028E+12;IV;
88369;BLAJENI;337085;20;88350;22;3;3;5;22;2250277;1001142;2,25028E+12;IV;
88378;BLAJENI-VULCAN;337086;20;88350;23;3;3;5;22;2250277;3001143;2,25028E+12;V;
88387;CRIŞ;337087;20;88350;23;3;3;5;22;2250277;3003590;2,25028E+12;V;
88396;DRAGU-BRAD;337088;20;88350;23;3;3;5;22;2250277;3004261;2,25028E+12;V;
88403;GROŞURI;337089;20;88350;23;3;3;5;22;2250277;3005551;2,25028E+12;V;
88412;PLAI;337091;20;88350;23;3;3;5;22;2250277;3008945;2,25028E+12;V;
88421;REŢ;337092;20;88350;23;3;3;5;22;2250277;3009963;2,25028E+12;V;
88430;SALATRUC;337093;20;88350;23;3;3;5;22;2250277;3010419;2,25028E+12;V;
88449;BOŞOROD;0;20;207;3;2;3;5;22;22;       ;2,25033E+12;IV;
88458;BOŞOROD;337095;20;88449;22;3;3;5;22;2250330;1001427;2,25033E+12;IV;
88467;ALUN;337096;20;88449;23;3;3;5;22;2250330;3000169;2,25033E+12;V;
88476;BOBAIA;337097;20;88449;23;3;3;5;22;2250330;3001170;2,25033E+12;V;
88485;CHITID;337098;20;88449;23;3;3;5;22;2250330;3002705;2,25033E+12;V;
88494;CIOCLOVINA;337099;20;88449;23;3;3;5;22;2250330;3002795;2,25033E+12;V;
88500;LUNCANI;337101;20;88449;23;3;3;5;22;2250330;3006860;2,25033E+12;V;
88519;PRIHODIŞTE;337102;20;88449;23;3;3;5;22;2250330;3009512;2,25033E+12;V;
88537;TÎRSA;337103;20;88449;23;3;3;5;22;2250330;3011920;2,25033E+12;V;
88528;URSICI;337104;20;88449;23;3;3;5;22;2250330;3012567;2,25033E+12;V;
88546;BRANIŞCA;0;20;207;3;2;3;5;22;22;       ;2,25037E+12;IV;
88555;BRANIŞCA;337105;20;88546;22;3;3;5;22;2250372;1001586;2,25037E+12;IV;
88573;BARAŞTII ILIEI;337106;20;88546;23;3;3;5;22;2250372;3000748;2,25037E+12;V;
88564;BOZ;337107;20;88546;23;3;3;5;22;2250372;3001475;2,25037E+12;V;
88582;CABEŞTI;337108;20;88546;23;3;3;5;22;2250372;3002104;2,25037E+12;V;
88608;FURCŞOARA;337109;20;88546;23;3;3;5;22;2250372;3004941;2,25037E+12;V;
88591;GIALACUTA;337111;20;88546;23;3;3;5;22;2250372;3005261;2,25037E+12;V;
88617;ROVINA;337112;20;88546;23;3;3;5;22;2250372;3010117;2,25037E+12;V;
88626;TÎRNAVA;337113;20;88546;23;3;3;5;22;2250372;3011909;2,25037E+12;V;
88635;TÎRNAVIŢA;337114;20;88546;23;3;3;5;22;2250372;3011914;2,25037E+12;V;
88644;BRETEA ROMÂNA;0;20;207;3;2;3;5;22;22;       ;2,25038E+12;IV;
88653;BRETEA ROMÂNA;337115;20;88644;22;3;3;5;22;2250382;1001655;2,25038E+12;IV;
88662;BAŢALAR;337116;20;88644;23;3;3;5;22;2250382;3000796;2,25038E+12;V;
88671;BERCU;337117;20;88644;23;3;3;5;22;2250382;3000985;2,25038E+12;V;
88680;BRETEA STREIULUI;337118;20;88644;23;3;3;5;22;2250382;3001656;2,25038E+12;V;
88699;COVRAGIU;337119;20;88644;23;3;3;5;22;2250382;3003463;2,25038E+12;V;
88706;GÎNŢAGA;337121;20;88644;23;3;3;5;22;2250382;3005075;2,25038E+12;V;
88715;MACEU;337122;20;88644;23;3;3;5;22;2250382;3007058;2,25038E+12;V;
88724;OCOLIŞU MARE;337123;20;88644;23;3;3;5;22;2250382;3008171;2,25038E+12;V;
88733;PLOPI;337024;20;88644;23;3;3;5;22;2250382;3009020;2,25038E+12;V;
88742;RUŞI;337126;20;88644;23;3;3;5;22;2250382;3010218;2,25038E+12;V;
88751;VÎLCELE;337127;20;88644;23;3;3;5;22;2250382;3013196;2,25038E+12;V;
88760;VÎLCELELE BUNE;337128;20;88644;23;3;3;5;22;2250382;3013211;2,25038E+12;V;
88779;VÎLCELUŢA;337129;20;88644;23;3;3;5;22;2250382;3013213;2,25038E+12;V;
88788;BUCEŞ;0;20;207;3;2;3;5;22;22;       ;2,2504E+12;IV;
88797;BUCEŞ;337135;20;88788;22;3;3;5;22;2250399;1001711;2,2504E+12;IV;
88804;BUCEŞ-VULCAN;337136;20;88788;23;3;3;5;22;2250399;3001712;2,2504E+12;V;
88813;DUPAPIATRA;337137;20;88788;23;3;3;5;22;2250399;3004479;2,2504E+12;V;
88822;GROHOŢELE;337138;20;88788;23;3;3;5;22;2250399;3005527;2,2504E+12;V;
88831;MIHAILENI;337139;20;88788;23;3;3;5;22;2250399;3007478;2,2504E+12;V;
88840;STANIJA;337141;20;88788;23;3;3;5;22;2250399;3011192;2,2504E+12;V;
88859;TARNIŢA;337142;20;88788;23;3;3;5;22;2250399;3011766;2,2504E+12;V;
88868;BUCUREŞCI;0;20;207;3;2;3;5;22;22;       ;2,25041E+12;IV;
88877;BUCUREŞCI;337145;20;88868;22;3;3;5;22;2250414;1001758;2,25041E+12;IV;
88886;CURECHIU;337146;20;88868;23;3;3;5;22;2250414;3003723;2,25041E+12;V;
88895;MERIŞOR;337147;20;88868;23;3;3;5;22;2250414;3007374;2,25041E+12;V;
88902;ROVINA;337148;20;88868;23;3;3;5;22;2250414;3010118;2,25041E+12;V;
88911;ŞESURI;337149;20;88868;23;3;3;5;22;2250414;3011545;2,25041E+12;V;
88920;BULZEŞTII DE SUS;0;20;207;3;2;3;5;22;22;       ;2,25043E+12;IV;
88939;BULZEŞTII DE SUS;337150;20;88920;22;3;3;5;22;2250434;1001875;2,25043E+12;IV;
88948;BULZEŞTII DE JOS;337151;20;88920;23;3;3;5;22;2250434;3001874;2,25043E+12;V;
88957;GIURGEŞTI;337152;20;88920;23;3;3;5;22;2250434;3005300;2,25043E+12;V;
88966;GROHOT;337153;20;88920;23;3;3;5;22;2250434;3005526;2,25043E+12;V;
88975;PAULEŞTI;337154;20;88920;23;3;3;5;22;2250434;3008600;2,25043E+12;V;
88984;RUSEŞTI;337156;20;88920;23;3;3;5;22;2250434;3010204;2,25043E+12;V;
88993;STANCULEŞTI;337157;20;88920;23;3;3;5;22;2250434;3011179;2,25043E+12;V;
89008;TICERA;337158;20;88920;23;3;3;5;22;2250434;3012007;2,25043E+12;V;
89017;TOMNATEC;337159;20;88920;23;3;3;5;22;2250434;3012113;2,25043E+12;V;
89026;BUNILA;0;20;207;3;2;3;5;22;22;       ;2,25044E+12;IV;
89035;BUNILA;337160;20;89026;22;3;3;5;22;2250440;1001898;2,25044E+12;IV;
89044;ALUN;337161;20;89026;23;3;3;5;22;2250440;3000168;2,25044E+12;V;
89053;CERNIŞOARA FLORESE;337162;20;89026;23;3;3;5;22;2250440;3002522;2,25044E+12;V;
89062;POIENIŢA VOINII;337163;20;89026;23;3;3;5;22;2250440;3009303;2,25044E+12;V;
89071;VADU DOBRII;337164;20;89026;23;3;3;5;22;2250440;3012610;2,25044E+12;V;
89080;BURJUC;0;20;207;3;2;3;5;22;22;       ;2,25044E+12;IV;
89099;BURJUC;337165;20;89080;22;3;3;5;22;2250443;1001917;2,25044E+12;IV;
89106;BRADAŢEL;337166;20;89080;23;3;3;5;22;2250443;3001545;2,25044E+12;V;
89115;GLODGHILEŞTI;337167;20;89080;23;3;3;5;22;2250443;3005348;2,25044E+12;V;
89124;PETREŞTI;337168;20;89080;23;3;3;5;22;2250443;3008780;2,25044E+12;V;
89133;TATARAŞTI;337169;20;89080;23;3;3;5;22;2250443;3011844;2,25044E+12;V;
89142;TISA;337171;20;89080;23;3;3;5;22;2250443;3012056;2,25044E+12;V;
86749;CÂRJIŢI;0;20;207;3;2;3;5;22;22;       ;2,25052E+12;IV;
86758;CÂRJIŢI;337175;20;86749;22;3;3;5;22;2250519;1002384;2,25052E+12;IV;
86767;ALMAŞU SEC;337176;20;86749;23;3;3;5;22;2250519;3000159;2,25052E+12;V;
86776;CHERGHEŞ;337177;20;86749;23;3;3;5;22;2250519;3002592;2,25052E+12;V;
86785;COZIA;337178;20;86749;23;3;3;5;22;2250519;3003468;2,25052E+12;V;
86794;POPEŞTI;337179;20;86749;23;3;3;5;22;2250519;3009367;2,25052E+12;V;
89151;CERBAL;0;20;207;3;2;3;5;22;22;       ;2,25054E+12;IV;
89160;CERBAL;337180;20;89151;22;3;3;5;22;2250538;1002474;2,25054E+12;IV;
89179;ARANIEŞ;337181;20;89151;23;3;3;5;22;2250538;3000263;2,25054E+12;V;
89188;FEREGI;337182;20;89151;23;3;3;5;22;2250538;3004691;2,25054E+12;V;
89197;MERIŞORU DE MUNTE;337183;20;89151;23;3;3;5;22;2250538;3007378;2,25054E+12;V;
89213;POIANA RACHIŢELII;337184;20;89151;23;3;3;5;22;2250538;3009235;2,25054E+12;V;
89204;POIENIŢA TOMII;337186;20;89151;23;3;3;5;22;2250538;3009302;2,25054E+12;V;
89222;SOCET;337187;20;89151;23;3;3;5;22;2250538;3011070;2,25054E+12;V;
89231;ULM;337188;20;89151;23;3;3;5;22;2250538;3012456;2,25054E+12;V;
89240;CERTEJU DE SUS;0;20;207;3;2;3;5;22;22;       ;2,25055E+12;IV;
89259;CERTEJU DE SUS;337190;20;89240;22;3;3;5;22;2250549;1002528;2,25055E+12;IV;
89268;BOCŞA MARE;337191;20;89240;23;3;3;5;22;2250549;3001208;2,25055E+12;V;
89277;BOCŞA MICA;337192;20;89240;23;3;3;5;22;2250549;3001209;2,25055E+12;V;
89286;HONDOL;337193;20;89240;23;3;3;5;22;2250549;3005887;2,25055E+12;V;
89295;MAGURA-TOPLIŢA;337194;20;89240;23;3;3;5;22;2250549;3007112;2,25055E+12;V;
89302;NOJAG;337196;20;89240;23;3;3;5;22;2250549;3008073;2,25055E+12;V;
89311;SACARÎMB;337197;20;89240;23;3;3;5;22;2250549;3010383;2,25055E+12;V;
89320;TOPLIŢA MUREŞULUI;337198;20;89240;23;3;3;5;22;2250549;3012151;2,25055E+12;V;
89339;VARMAGA;337199;20;89240;23;3;3;5;22;2250549;3013163;2,25055E+12;V;
87362;CRIŞCIOR;0;20;207;3;2;3;5;22;22;       ;2,25078E+12;IV;
87371;CRIŞCIOR;337200;20;87362;22;3;3;5;22;2250784;1003594;2,25078E+12;IV;
87380;BARZA;337201;20;87362;23;3;3;5;22;2250784;3000505;2,25078E+12;V;
87399;VALEA ARSULUI;337202;20;87362;23;3;3;5;22;2250784;3012658;2,25078E+12;V;
87406;ZDRAPŢI;337203;20;87362;23;3;3;5;22;2250784;3013667;2,25078E+12;V;
89348;DENSUŞ;0;20;207;3;2;3;5;22;22;       ;2,25085E+12;IV;
89357;DENSUŞ;337205;20;89348;22;3;3;5;22;2250850;1004024;2,25085E+12;IV;
89366;CRIVA;337206;20;89348;23;3;3;5;22;2250850;3003605;2,25085E+12;V;
89375;HAŢAGEL;337207;20;89348;23;3;3;5;22;2250850;3005756;2,25085E+12;V;
89384;PEŞTEANA;337208;20;89348;23;3;3;5;22;2250850;3008726;2,25085E+12;V;
89393;PEŞTENIŢA;337209;20;89348;23;3;3;5;22;2250850;3008731;2,25085E+12;V;
89400;POIENI;337211;20;89348;23;3;3;5;22;2250850;3009274;2,25085E+12;V;
89419;ŞTEI;337212;20;89348;23;3;3;5;22;2250850;3011692;2,25085E+12;V;
89428;DOBRA;0;20;207;3;2;3;5;22;22;       ;2,25088E+12;IV;
89437;DOBRA;337215;20;89428;22;3;3;5;22;2250877;1004105;2,25088E+12;IV;
89446;ABUCEA;337216;20;89428;23;3;3;5;22;2250877;3000012;2,25088E+12;V;
89455;BUJORU;337217;20;89428;23;3;3;5;22;2250877;3001856;2,25088E+12;V;
89464;FAGEŢEL;337218;20;89428;23;3;3;5;22;2250877;3004570;2,25088E+12;V;
89473;LAPUŞNIC;337219;20;89428;23;3;3;5;22;2250877;3006509;2,25088E+12;V;
89482;MIHAIEŞTI;337221;20;89428;23;3;3;5;22;2250877;3007475;2,25088E+12;V;
89491;PANC;337222;20;89428;23;3;3;5;22;2250877;3008437;2,25088E+12;V;
89507;PANC-SALIŞTE;337223;20;89428;23;3;3;5;22;2250877;3008438;2,25088E+12;V;
89516;RADULEŞTI;337224;20;89428;23;3;3;5;22;2250877;3009785;2,25088E+12;V;
89525;ROŞCANI;337226;20;89428;23;3;3;5;22;2250877;3010058;2,25088E+12;V;
89534;STÎNCEŞTI;337227;20;89428;23;3;3;5;22;2250877;3011223;2,25088E+12;V;
89543;STÎNCEŞTI-OHABA;337228;20;89428;23;3;3;5;22;2250877;3011224;2,25088E+12;V;
89552;STRETEA;337229;20;89428;23;3;3;5;22;2250877;3011335;2,25088E+12;V;
91731;GENERAL BERTHELOT;0;20;207;3;2;3;5;22;22;       ;2,25108E+12;IV;
91740;GENERAL BERTHELOT;337235;20;91731;22;3;3;5;22;2251084;1005134;2,25108E+12;IV;
91759;CRAGUIŞ;337236;20;91731;23;3;3;5;22;2251084;3003514;2,25108E+12;V;
91768;FARCADIN;337237;20;91731;23;3;3;5;22;2251084;3004587;2,25108E+12;V;
91777;LIVEZI;337238;20;91731;23;3;3;5;22;2251084;3006698;2,25108E+12;V;
91786;TUŞTEA;337239;20;91731;23;3;3;5;22;2251084;3012318;2,25108E+12;V;
86883;GHELARI;0;20;207;3;2;3;5;22;22;       ;2,25109E+12;IV;
86892;GHELARI;337240;20;86883;22;3;3;5;22;2251088;1005159;2,25109E+12;IV;
86909;GOVAJDIA;337241;20;86883;23;3;3;5;22;2251088;3005449;2,25109E+12;V;
86918;PLOP;337242;20;86883;23;3;3;5;22;2251088;3009004;2,25109E+12;V;
86927;RUDA;337243;20;86883;23;3;3;5;22;2251088;3010131;2,25109E+12;V;
89687;GURASADA;0;20;207;3;2;3;5;22;22;       ;2,25122E+12;IV;
89696;GURASADA;337245;20;89687;22;3;3;5;22;2251222;1005652;2,25122E+12;IV;
89703;BOIU DE JOS;337246;20;89687;23;3;3;5;22;2251222;3001309;2,25122E+12;V;
89712;BOIU DE SUS;337247;20;89687;23;3;3;5;22;2251222;3001310;2,25122E+12;V;
89721;CARMAZANEŞTI;337248;20;89687;23;3;3;5;22;2251222;3002261;2,25122E+12;V;
89730;CÎMPURI DE SUS;337249;20;89687;23;3;3;5;22;2251222;3002359;2,25122E+12;V;
89749;CÎMPURI-SURDUC;337251;20;89687;23;3;3;5;22;2251222;3002360;2,25122E+12;V;
89758;DANULEŞTI;337252;20;89687;23;3;3;5;22;2251222;3003848;2,25122E+12;V;
89767;GOTHATEA;337253;20;89687;23;3;3;5;22;2251222;3005447;2,25122E+12;V;
89776;RUNCŞOR;337254;20;89687;23;3;3;5;22;2251222;3010165;2,25122E+12;V;
89785;ULIEŞ;337256;20;89687;23;3;3;5;22;2251222;3012452;2,25122E+12;V;
89794;VICA;337257;20;89687;23;3;3;5;22;2251222;3013321;2,25122E+12;V;
89801;HARAU;0;20;207;3;2;3;5;22;22;       ;2,25124E+12;IV;
89810;HARAU;337265;20;89801;22;3;3;5;22;2251237;1005738;2,25124E+12;IV;
89829;BANPOTOC;337266;20;89801;23;3;3;5;22;2251237;3000485;2,25124E+12;V;
89838;BÎRSAU;337267;20;89801;23;3;3;5;22;2251237;3000857;2,25124E+12;V;
89847;CHIMINDIA;337267;20;89801;23;3;3;5;22;2251237;3002646;2,25124E+12;V;
89856;ILIA;0;20;207;3;2;3;5;22;22;       ;2,25131E+12;IV;
89865;ILIA;337270;20;89856;22;3;3;5;22;2251313;1006117;2,25131E+12;IV;
89874;BACEA;337271;20;89856;23;3;3;5;22;2251313;3000400;2,25131E+12;V;
89883;BRETEA MUREŞANA;337273;20;89856;23;3;3;5;22;2251313;3001654;2,25131E+12;V;
89892;BRÎZNIC;337272;20;89856;23;3;3;5;22;2251313;3001621;2,25131E+12;V;
